repo,pluginStatus,category,readmeLength,fenceMarkCount,practicalVersion,oldScore,practicalV2,delta,ease
uckkk/dsh-headers,verified-plugin,other,384,6,2,60,0,-60,100
mishiqian/lan-im,verified-plugin,other,3618,6,2,80,49,-31,100
bulai-z/dsh-metrics-panel,verified-plugin,tools,9611,14,2,80,40,-40,100
philmingdao/anno-dsh-native,verified-plugin,other,5388,10,2,80,9,-71,100
uckkk/dsh-todo-extract,verified-plugin,other,412,6,2,60,0,-60,100
uckkk/dsh-url-codec,verified-plugin,dev,391,6,2,60,0,-60,100
windygo123/dsh-see-world,verified-plugin,tools,6785,8,2,80,31,-49,100
uckkk/dsh-dns,verified-plugin,other,360,6,2,60,0,-60,100
Nana7mi0721/anima-prompt-caption,unknown,model,1312,6,2,70,5,-65,100
hajimilvdou/dsh-store-server,verified-non-plugin,other,11074,18,2,80,57,-23,100
uckkk/dsh-string-similarity,verified-plugin,session,430,6,2,60,0,-60,100
uckkk/dsh-json-query,verified-plugin,other,401,6,2,60,0,-60,100
uckkk/dsh-storyboard,verified-plugin,session,398,6,2,60,0,-60,100
qing3a/dsh-companion,unknown,other,3080,4,2,80,22,-58,100
supergameboy/dsh-chat-focus,verified-plugin,session,7275,12,2,80,37,-43,100
Dingpenghui-good/dsh-plugin-plugin-manager,unknown,market,,,,,,,
lyke-61/dsh-custom-instructions,verified-plugin,model,3301,8,2,80,26,-54,100
Qidianyan/dshctl,unknown,model,6422,10,2,80,18,-62,100
aashizpoudel/dsh-remote-trust,unknown,model,5782,12,2,80,30,-50,80
krimvp/dsh-airlock,unknown,other,49347,22,2,80,40,-40,65
chentao4183/dsh-voice-suite,verified-plugin,tools,4563,12,2,80,25,-55,45
qing3a/dsh-come,unknown,other,3080,4,2,80,22,-58,100
uckkk/dsh-uuid,verified-plugin,other,369,6,2,60,0,-60,100
toolazytoname/dsh-plugin-grok,verified-plugin,tools,3268,10,2,80,0,-80,65
uckkk/dsh-cinematography,verified-plugin,session,420,6,2,60,0,-60,100
Winter-And-You-Gone/dsh-deep-verbs,verified-plugin,ui,6584,10,2,80,46,-34,80
PUPPET17/dsh-session-reference,verified-plugin,session,1606,6,2,70,0,-70,100
uckkk/dsh-unicode,verified-plugin,dev,385,6,2,60,0,-60,100
uckkk/dsh-html-to-text,verified-plugin,other,408,6,2,60,0,-60,100
uckkk/dsh-grid-system,verified-plugin,session,403,6,2,60,0,-60,100
deronghe/dsh-plugin-desktop-installer,verified-plugin,other,1388,2,2,70,6,-64,65
nyantused-cpun/gewu-tools,verified-plugin,tools,7031,20,2,80,32,-48,80
uckkk/dsh-validator,verified-plugin,other,409,6,2,60,0,-60,100
uckkk/dsh-byte-size,verified-plugin,session,391,6,2,60,0,-60,100
uckkk/dsh-number-words,verified-plugin,session,404,6,2,60,0,-60,100
uckkk/dsh-toml,verified-plugin,session,373,6,2,60,0,-60,100
uckkk/dsh-json-patch,verified-plugin,other,409,6,2,60,0,-60,100
sunshaobei/dsh-input-history,verified-plugin,ui,4124,8,2,80,23,-57,100
uckkk/dsh-json-schema,verified-plugin,other,408,6,2,60,0,-60,100
uckkk/dsh-duration,verified-plugin,other,384,6,2,60,0,-60,100
uckkk/dsh-photography,verified-plugin,other,400,6,2,60,0,-60,100
uckkk/dsh-ux-writing,verified-plugin,session,397,6,2,60,0,-60,100
uckkk/dsh-wcag,verified-plugin,session,370,6,2,60,0,-60,100
uckkk/dsh-composition,verified-plugin,session,400,6,2,60,0,-60,100
uckkk/dsh-xml,verified-plugin,other,367,6,2,60,0,-60,100
fei-hang/DeepSeekHarnessSDK,unknown,other,4781,10,2,80,37,-43,45
uckkk/dsh-text-wrap,verified-plugin,other,388,6,2,60,0,-60,100
ya8D/dsh-directive-compact,verified-plugin,fun,8521,6,2,80,40,-40,100
helloxkk/dsh-prompt-regression,unknown,skill,6287,12,2,80,14,-66,80
uckkk/dsh-string-pad,verified-plugin,other,394,6,2,60,0,-60,100
Nana7mi0721/anima-prompt-naturalang,unknown,model,1318,4,2,70,3,-67,100
uckkk/dsh-json-to-go,verified-plugin,other,567,8,2,70,5,-65,100
uckkk/dsh-ini,verified-plugin,other,367,6,2,60,0,-60,100
royenheart/dsh-plugin-perf,verified-plugin,other,12039,8,2,80,9,-71,80
Temoa/dsh-sessions-rm,verified-plugin,session,5427,8,2,80,31,-49,100
zqh260619/dsh-dupguard,verified-non-plugin,model,10857,8,2,80,49,-31,100
uckkk/dsh-lorem,verified-plugin,other,370,6,2,60,0,-60,100
uckkk/dsh-roman,verified-plugin,session,370,6,2,60,0,-60,100
hyojoo207/-MAC-,unknown,tools,12,0,2,10,0,-10,35
uckkk/dsh-json-to-rust,verified-plugin,other,583,8,2,70,5,-65,100
uckkk/dsh-env-json,verified-plugin,other,390,6,2,60,0,-60,100
uckkk/dsh-design-patterns,verified-plugin,other,422,6,2,60,0,-60,100
uckkk/dsh-gestalt,verified-plugin,other,385,6,2,60,0,-60,100
kgwdonkey/dsh-header-controls,unknown,session,2637,8,2,50,24,-26,100
uckkk/dsh-text-lines,verified-plugin,other,400,6,2,60,0,-60,100
uckkk/dsh-csv-to-md,verified-plugin,other,401,6,2,60,0,-60,100
uckkk/dsh-animation-principles,verified-plugin,other,550,8,2,70,0,-70,100
14185638/dsh-mcp-manager,unknown,tools,301,0,2,10,0,-10,65
YFlaga/dsh-paper-checker,verified-plugin,workflow,5254,8,2,80,5,-75,100
cstyx1990-design/dsh-mao-method,verified-plugin,other,1797,2,2,70,28,-42,80
ZhenMoon/browser-auto,unknown,model,6417,10,2,80,34,-46,80
ai-thinkshare/dsh-workbench,unknown,other,4417,8,2,80,48,-32,100
AntaresCorn/dsh-auto-reviewer,verified-plugin,security,4134,8,2,80,46,-34,100
owyoew/dsh-token-stats,verified-plugin,other,1842,4,2,70,27,-43,80
chuyue-1/deepseek-harness-gamepad-cursor,verified-plugin,fun,2940,14,2,80,25,-55,80
wwumit/dsh-compliancehub,verified-plugin,model,5811,12,2,80,17,-63,65
kkkkkklze/dsh-context-structurer,verified-plugin,session,2124,8,2,80,0,-80,100
uckkk/dsh-json-size,verified-plugin,other,391,6,2,60,0,-60,100
mario03690/dsh-product-planning,unknown,tools,4977,4,2,80,15,-65,100
XiaHouSheng/dsh-token-tracker,conflict,model,11029,22,2,80,39,-41,100
JOJO666888888/dsh-gateway,verified-plugin,notify,5952,22,2,80,39,-41,100
xingyingyuzhui/dsh-folded-chat,verified-plugin,other,900,8,2,70,2,-68,100
yangweigao/dsh-header-clock,verified-non-plugin,other,3694,10,2,50,31,-19,65
Nacocx/dsh-ui-context-menu,verified-plugin,other,4452,14,2,50,15,-35,100
uckkk/dsh-mime,verified-plugin,other,368,6,2,60,0,-60,100
wangyong1972/dsh-quota-dashboard,verified-plugin,session,5323,8,2,80,25,-55,65
mcsam163/shared-memory-layer,unknown,model,,,,,,,
kpl0111/dsh-context-guard,verified-plugin,session,3915,6,2,80,11,-69,80
guopeifeng1688/dsh-anchored-standard-profile,unknown,skill,14345,6,2,80,22,-58,80
ZhenMoon/dsh-http,unknown,tools,3089,8,2,80,16,-64,80
AnakinCao/dsh-session-allow,verified-plugin,session,3392,8,2,80,25,-55,100
feverZHONG/dsh-puzzle,verified-plugin,other,1973,6,2,70,25,-45,80
SweetCandy-gift/dsh-beige-theme,verified-plugin,theme,1261,4,2,70,3,-67,50
idkidknow/dsh-node-repl,verified-plugin,session,2496,6,2,80,41,-39,100
baizhichen-web/dsh-workspace-auditor,unknown,skill,1752,4,2,70,5,-65,80
fragmata-dev/corti,verified-plugin,memory,20260,16,2,50,42,-8,100
meltartica/dsh-mcp-servers,verified-plugin,model,4441,6,2,80,34,-46,65
feverZHONG/dsh-chess-xq,verified-plugin,other,2417,6,2,80,25,-55,80
Gdnaiteab/pingo-dsh-plugin,unknown,tools,,,,,,,
tangzheng202202/dsh-voice-live,verified-plugin,voice,6862,0,2,30,37,7,30
kid-tea/dsh-plugin-conflict-checker,verified-plugin,tools,1794,8,2,70,49,-21,80
TiChuXiXi/dsh-message-jump,verified-plugin,session,4460,10,2,80,41,-39,100
Dingpenghui-good/dsh-tool-agnes,unknown,tools,,,,,,,
baizhichen-web/dsh-nendo-brainstorm,unknown,skill,1579,4,2,70,4,-66,80
ipcjs/dsh-model-slider,verified-plugin,model,3686,8,2,80,34,-46,100
literaf/dsh-slides,verified-plugin,theme,6193,4,2,80,13,-67,100
TAO-WU-WU/dsh-token-balance-widget,unknown,tools,,,,,,,
AnakinCao/dsh-composer-fix,verified-plugin,tools,2465,4,2,80,31,-49,100
geokkjer/dsh-selfup,verified-plugin,other,5148,6,2,80,31,-49,100
JxaMe/dsh-telegram-bridge,verified-plugin,model,5430,14,2,50,34,-16,65
ACEMaravilla/dsh-plugin-market,unknown,model,4833,6,2,80,13,-67,100
4t145/dsh-lark-connector,verified-plugin,notify,3502,8,2,80,27,-53,100
keepview/dsh-lark,verified-plugin,session,6783,8,2,80,34,-46,100
llluchy/dsh-hive,verified-plugin,other,7704,14,2,80,41,-39,100
hyojoo207/HyoJoo-MCP,unknown,tools,12,0,2,10,0,-10,35
ZhenMoon/dsh-scheduler,unknown,workflow,3768,4,2,80,31,-49,80
wanglaixiang-cyber/dsh-composer-scroll-hide,verified-plugin,other,1639,4,2,70,18,-52,80
ray062/dsh-obvious-grid,verified-plugin,notify,11902,8,2,80,34,-46,100
literaf/dsh-academy,verified-plugin,tools,2329,4,2,50,0,-50,100
270027qw/deepseek-dsh-NX,unknown,other,2110,4,2,80,1,-79,80
SlAltum/dsh-godot,unknown,model,7345,2,2,80,47,-33,80
Tenold-a/dsh-notice,unknown,session,3332,10,2,80,33,-47,80
ZRTBdSS/dsh-anime-skins,unknown,theme,4513,10,2,80,49,-31,100
king-bcolor/dsh-gh-plugin,verified-plugin,tools,2424,10,2,80,50,-30,100
BlackDawnNova/dsh-web-open,verified-plugin,tools,6485,4,2,80,36,-44,80
TableRogue/dsh-fusion-pixel-ui-adapt,verified-plugin,other,1109,4,2,70,0,-70,100
literaf/dsh-paper-slides,verified-plugin,other,4549,6,2,80,0,-80,100
LeslieWylie/dsh-gateway-billing,verified-plugin,model,2064,4,2,80,19,-61,100
TableRogue/dsh-pixel-icons,verified-plugin,other,1269,4,2,70,0,-70,100
loklamlok/dsh-queue-director,verified-plugin,tools,2893,4,2,80,24,-56,100
StarsHarryZhu/simple-dock,verified-plugin,other,5036,20,2,80,22,-58,100
JimLuan/dsh-tui-plugin,verified-plugin,model,4340,8,2,80,0,-80,100
TableRogue/dsh-pixel-probe,verified-plugin,dev,969,4,2,70,0,-70,100
uckkk/dsh-color-palette,verified-plugin,theme,410,6,2,60,0,-60,100
neruzZ-JPG/dsh-toolObserver,unknown,tools,721,8,2,40,13,-27,65
baizhichen-web/dsh-vision-fallback-bridge,verified-plugin,model,970,2,2,70,0,-70,80
lyq3/dsh-skin-nebula,verified-plugin,theme,3983,4,2,80,24,-56,100
fore-vip/skills,verified-non-plugin,skill,347,2,2,30,0,-30,100
14185638/dsh-sound-alerts,unknown,notify,415,0,2,10,0,-10,65
uckkk/dsh-text-template,verified-plugin,other,408,6,2,60,0,-60,100
fgm-builds/corti,verified-plugin,memory,20260,16,2,50,42,-8,100
SnoWinKK/dsh-web-skin,verified-plugin,theme,2427,6,2,80,21,-59,80
king-bcolor/dsh-aliyundrive-plugin,verified-plugin,tools,2895,10,2,80,50,-30,100
Perseus-Computing-LLC/perseus-vault-dsh,conflict,memory,2439,2,2,50,25,-25,100
breaker505/dsh-aurora-skin,verified-plugin,theme,2442,8,2,50,0,-50,100
uckkk/dsh-color-contrast,verified-plugin,other,421,6,2,60,0,-60,100
whyitsy/dsh-plugins,conflict,other,1373,8,2,70,12,-58,100
KamiYA7/dsh-balance-widget,unknown,model,2453,4,2,80,29,-51,45
sunshaobei/dsh-session-review,verified-plugin,git,4172,4,2,80,38,-42,100
king-bcolor/dsh-chaingate-wallet-plugin,verified-plugin,tools,3132,12,2,80,54,-26,100
RossBool/dsh-plugins,verified-plugin,session,1598,4,2,70,0,-70,100
KoanJan/dsh-plugin-boundary,verified-plugin,skill,2014,6,2,80,13,-67,100
cainiao1992/dsh-codebuddy-auth,verified-plugin,model,6739,10,2,80,20,-60,100
winterhuan/dsh-shadow-mind,verified-plugin,other,10741,16,2,80,52,-28,100
fgm-builds/dashr,verified-plugin,model,10662,4,2,50,32,-18,100
HQ1995/deepseek-code,verified-plugin,dev,5195,12,2,80,2,-78,80
knowz-io/deepseek-knowz-plugin,verified-plugin,tools,2153,4,2,80,0,-80,65
uckkk/dsh-color-blindness,verified-plugin,theme,425,6,2,60,0,-60,100
Tang-mm95/dsh-single-instance-guard,verified-plugin,dev,2453,8,2,80,9,-71,100
uckkk/dsh-modular-scale,verified-plugin,other,418,6,2,60,0,-60,100
dsh-packs/web-dev,unknown,tools,1205,2,2,70,10,-60,80
uckkk/dsh-brand-identity,verified-plugin,other,417,6,2,60,0,-60,100
dd2673/dsh-rtk,verified-plugin,other,2841,6,2,80,9,-71,100
uckkk/dsh-paper-sizes,verified-plugin,other,402,6,2,60,0,-60,100
mario03690/dsh-allrouter,conflict,model,3015,2,2,80,25,-55,65
uckkk/dsh-design-review,verified-plugin,other,410,6,2,60,0,-60,100
uckkk/dsh-iconography,verified-plugin,other,402,6,2,60,0,-60,100
penglai-doll/dsh-soul,unknown,session,10694,24,2,80,25,-55,100
toplchx/dsh-financial-analysis,verified-plugin,other,6438,14,2,50,53,3,65
Harzva/dsh-research-lab,verified-plugin,tools,1339,4,2,40,25,-15,65
omicverse/dsh-omicos,verified-plugin,tools,5475,6,2,50,31,-19,100
iwker/dsh-htmlrun,verified-plugin,model,5605,12,2,80,44,-36,100
qq12346/dsh-review,verified-plugin,session,788,6,2,70,6,-64,100
uckkk/dsh-visual-hierarchy,verified-plugin,other,427,6,2,60,0,-60,100
xrj/dsh-plugin-registry,unknown,tools,815,2,2,40,2,-38,65
uckkk/dsh-design-styles,verified-plugin,other,410,6,2,60,0,-60,100
uckkk/dsh-golden-ratio,verified-plugin,other,406,6,2,60,0,-60,100
CharlotteN7/dsh-netguard,verified-plugin,tools,6658,12,2,80,0,-80,100
Tang-mm95/dsh-kdocs-connector,verified-plugin,session,2253,6,2,80,30,-50,100
ChiYuKe/dsh-message-map,verified-plugin,session,1719,14,2,70,22,-48,100
TableRogue/dsh-fusion-pixel-font,verified-plugin,other,1115,4,2,70,0,-70,100
WEIHAOLEE/dsh-plugin-vision-fallback,verified-plugin,tools,3760,10,2,80,26,-54,45
uckkk/dsh-data-visualization,verified-plugin,other,437,6,2,60,0,-60,100
uckkk/dsh-aspect-ratio,verified-plugin,other,407,6,2,60,0,-60,100
Nalleyer/dsh-enter-send,verified-plugin,other,3945,14,2,80,4,-76,80
ashuai/dsh-ui-wrapper,unknown,tools,5184,6,2,80,33,-47,80
penglai-doll/dsh-wsl,unknown,tools,14959,20,2,80,57,-23,80
hili986/dshpack,conflict,dev,10038,12,2,80,40,-40,80
zdx8637-gitdog/dshmobile,verified-plugin,other,3242,6,2,80,19,-61,80
Harzva/dsh-groupx,verified-plugin,other,4563,12,2,80,13,-67,50
liuyuelintop/dsh-conversation-exporter,verified-plugin,session,5070,8,2,80,20,-60,80
knowz-io/deepseek-knowzcode-plugin,verified-plugin,tools,1509,4,2,70,0,-70,65
tianhao8687/dsh-memoryos,verified-plugin,memory,12041,10,2,80,54,-26,65
yuzuki-natsumi/dsh-peak-avoidance,verified-plugin,model,3492,4,2,80,38,-42,100
omdsh-plugins/omdsh-codemode,verified-plugin,session,25184,20,2,80,18,-62,100
863683348/dsh-feed,verified-plugin,market,1846,10,2,70,26,-44,65
nicklin99/dsh-ui-sidebar,verified-plugin,other,2555,10,2,50,0,-50,65
iaaiNG/quiet-light-dsh,verified-plugin,theme,2609,4,2,80,19,-61,100
Baisbt/dsh-api-balance,unknown,session,,,,,,,
863683348/dsh-recipe,verified-plugin,market,1471,4,2,70,15,-55,100
uckkk/dsh-session-search,verified-plugin,session,1482,2,2,70,29,-41,100
theIsAdmin/dsh-marmot-pet,unknown,fun,2185,6,2,80,27,-53,100
antibrow/dsh-antibrow,verified-plugin,tools,7918,12,2,80,45,-35,100
Lwc-LiuWenCheng/dsh-session-notify,verified-plugin,session,5770,12,2,80,52,-28,80
RangeKing/dsh-iris,verified-plugin,other,9215,10,2,50,31,-19,65
xxxrickymorty-dev/dsh-c137,verified-plugin,theme,3078,8,2,80,9,-71,100
Hefulalala/dsh-remote-workspace,verified-plugin,tools,10117,12,2,80,58,-22,100
xiyue718/dsh-ui-archive-manager,unknown,session,2417,14,2,80,41,-39,80
xiyue718/dsh-ui-external-vision,unknown,model,2910,16,2,80,41,-39,80
xiyue718/dsh-ui-plugin-manager,unknown,market,2257,14,2,80,41,-39,80
xiyue718/dsh-ui-prompt-optimizer,unknown,model,2293,16,2,80,41,-39,80
uckkk/dsh-code-stats,verified-plugin,session,687,8,2,70,5,-65,100
Neumannzc/dsh-archive-manager,verified-plugin,session,3299,4,2,80,20,-60,100
uckkk/dsh-jwt-uckkk,verified-plugin,session,334,4,2,60,5,-55,100
xiaozhiaixue/dsh-archive-panel,verified-plugin,session,5047,12,2,80,32,-48,100
yzke/dsh-extension-ops,conflict,other,7930,12,2,80,0,-80,80
StockMCP-net/dsh-stockmcp,verified-plugin,tools,2898,6,2,80,26,-54,65
863683348/dsh-trend-radar,verified-plugin,dev,2602,6,2,80,25,-55,100
uckkk/dsh-context-dashboard,verified-plugin,session,1582,2,2,70,25,-45,100
xiyue718/dsh-ui-usage-stats,unknown,model,3720,16,2,80,41,-39,45
Poepon/dsh-image-generation-responses,unknown,tools,10589,12,2,80,34,-46,65
xiyue718/dsh-ui-file-browser,unknown,session,3915,10,2,80,47,-33,80
zhao-wuyan/dsh-maestro-runtime,verified-plugin,other,5860,14,2,80,25,-55,100
uckkk/dsh-text-mask,verified-plugin,other,571,8,2,70,5,-65,100
oukeming64-tech/codex-skills,verified-plugin,skill,3159,12,2,50,0,-50,100
fengs2021/dsh-boot-failsafe,verified-plugin,other,4365,4,2,80,40,-40,100
863683348/dsh-need-finder,verified-plugin,market,2187,4,2,80,15,-65,100
reddapidev/dsh-reddit-radar,unknown,tools,14342,6,2,80,39,-41,100
yuloong07-star/dsh-usb,unknown,dev,1369,0,2,20,33,13,65
JachinShen/dsh-subagent-response-promoter,verified-plugin,other,1899,8,2,70,0,-70,80
xiyue718/dsh-ui-message-nav,unknown,session,2857,12,2,80,41,-39,80
afisht/dsh-plan-mode-enhanced,unknown,other,4457,8,2,80,40,-40,80
uckkk/dsh-image-uckkk,verified-plugin,session,432,4,2,60,8,-52,100
crack-time/dsh-client-ui-skin-cottage,verified-plugin,theme,4231,6,2,80,32,-48,80
fengs2021/dsh-narrow-screen-fix,verified-plugin,other,6157,4,2,80,0,-80,100
GinerYard/dsh-chords,unknown,dev,10791,8,2,80,61,-19,80
Alex-zry-2333/dsh-sae,unknown,other,1772,4,2,70,25,-45,100
lwy521/dsh-remote-mcp-manager,verified-plugin,tools,1804,2,2,70,33,-37,100
AtlasCloudAI/dsh-media-gen,verified-plugin,tools,4499,10,2,80,17,-63,65
863683348/dsh-plugin-education,verified-plugin,tools,1799,2,2,70,22,-48,100
863683348/dsh-starter-zh,verified-plugin,skill,2496,4,2,80,16,-64,100
zoyluoblue/deepseek-harness-billing,verified-plugin,model,12319,8,2,80,37,-43,65
AskingTheHeavens/dsh-openclaw-persona,verified-plugin,session,6314,18,2,80,21,-59,100
863683348/dsh-insight,verified-plugin,market,1365,4,2,70,22,-48,100
u9521/dsh-subagent-custom-model,verified-plugin,model,4643,16,2,80,32,-48,100
realpkuasule/dsh-session-id,verified-plugin,session,4435,12,2,80,32,-48,100
Wang-Lin-Chang/dsh-story,unknown,other,3789,2,2,50,29,-21,65
HiccupGeng/dsh-doc-skill,unknown,skill,4652,16,2,80,32,-48,80
OpenAgentNetwork/connectors,conflict,workflow,9531,8,2,80,21,-59,80
tatuke/Asian-Parents_agent-style,unknown,dev,2428,0,2,30,0,-30,65
jarvis-intelligence/jarvis,unknown,model,18736,24,2,80,66,-14,100
jackyoung022/dsh-session-canvas,verified-plugin,session,2714,10,2,80,45,-35,100
penguin-oo/dsh-quota-hub,unknown,other,,,,,,,
863683348/dsh-plugin-verify,verified-plugin,dev,1488,4,2,40,17,-23,65
haohao16421/dsh-add-conversation,verified-plugin,session,3957,12,2,80,53,-27,80
863683348/dsh-gov,verified-plugin,security,2142,6,2,80,26,-54,100
863683348/dsh-plugin-local-life,verified-plugin,tools,1868,2,2,70,25,-45,100
863683348/dsh-plugin-academic-writing,verified-plugin,tools,1920,2,2,70,25,-45,100
ArcherLyu/dsh-plugin-ssh,verified-plugin,dev,8461,12,2,80,58,-22,65
BingL-Li/vision-translation,verified-plugin,tools,21842,28,2,80,58,-22,45
kiefeng/dsh-lan-memory,verified-plugin,model,3277,6,2,80,38,-42,100
bill084153-cell/dsh-knowledge-forge,verified-plugin,memory,12677,18,2,80,65,-15,100
light-only/dsh-codex-select,verified-plugin,dev,2945,2,2,80,41,-39,100
LynLiCoder/scan-corrector,unknown,other,7009,20,2,80,75,-5,100
863683348/dsh-plugin-recommend,verified-plugin,market,1442,4,2,40,24,-16,65
Xs1KVerOA/dsh-service-manage,verified-plugin,dev,2348,8,2,50,16,-34,100
king-bcolor/dsh-ncm-plugin,verified-plugin,tools,4054,14,2,80,57,-23,100
dsh-packs/research-writing,unknown,tools,1451,2,2,70,11,-59,80
syncable-dev/dsh-plugin-memtrace,verified-plugin,memory,7128,6,2,80,54,-26,100
xxxrickymorty-dev/dsh-rick,verified-plugin,theme,3078,8,2,80,9,-71,100
Lion-1209/dsh-plugin-lion-skills,verified-plugin,model,2749,8,2,80,0,-80,100
guobinmengxiang-rgb/dsh-memory-canvas,verified-plugin,memory,2677,0,2,60,19,-41,80
AlexYin-Tongji/dsh-plugin-console,verified-plugin,market,8542,14,2,80,40,-40,100
Biogod2020/cnki-search,unknown,model,4077,18,2,80,35,-45,70
oThTJx/dsh-skill-always-apply,verified-plugin,model,5328,4,2,50,11,-39,100
uckkk/dsh-unit,verified-plugin,session,512,8,2,70,5,-65,100
lengdanran/dsh-claude-plugin-loader,unknown,market,6927,4,2,50,24,-26,65
shuxue6662-a11y/dsh-risk-guard,verified-plugin,security,5632,14,2,80,44,-36,100
WonderfulEdge/dsh-publish-skill,verified-plugin,skill,2008,14,2,80,31,-49,100
ReiRui/dsh-image-preview,verified-plugin,tools,1693,4,2,70,37,-33,80
DshMarketPlace/dshmarketplace-py,unknown,tools,7589,14,2,50,27,-23,70
liulei237136/dsh-publish-plugin,verified-plugin,other,4607,4,2,80,23,-57,100
jackmis0724/dsh-skill-manager,verified-plugin,session,964,6,2,70,4,-66,100
Ewanice/dsh-herobar-idle,unknown,session,584,0,2,20,6,-14,65
ArcoCodes/bloome-finance-plugin,verified-plugin,tools,2661,14,2,80,51,-29,80
FUSU123fusu/dsh-tui-jobs,verified-plugin,other,1449,6,2,70,6,-64,100
oThTJx/dsh-skill-ponytail,verified-plugin,skill,1905,0,2,20,6,-14,65
oThTJx/dsh-skill-taste,verified-plugin,skill,1370,0,2,20,4,-16,65
oThTJx/dsh-skill-superpowers,verified-plugin,session,5974,10,2,80,18,-62,100
FUSU123fusu/dsh-tui-checkpoints,verified-plugin,other,1835,4,2,40,13,-27,65
xiaosenho/dsh-plugin-remote-access,verified-plugin,other,4927,12,2,80,13,-67,100
Lilien-xu/dsh-meego,verified-plugin,notify,2473,4,2,80,25,-55,80
preflower/deepseek-harness-compaction-ui,verified-plugin,other,3535,10,2,80,49,-31,100
kaiwu/pi-sparkles,verified-non-plugin,market,10364,14,2,80,0,-80,65
Enderfga/dsh-clawo,verified-plugin,model,3233,4,2,80,6,-74,100
FUSU123fusu/dsh-tui-market,verified-plugin,market,2280,8,2,80,25,-55,100
geebos/dsh-terminal,verified-plugin,session,3609,6,2,80,45,-35,80
opencamel/dsh-x-archive,verified-plugin,tools,5335,14,2,80,15,-65,100
shukookie/dsh-plugin-wallpaper,verified-plugin,tools,1661,2,2,70,13,-57,100
iceflotix/dsh-skin-catppuccin-studio,unknown,theme,,,,,,,
863683348/dsh-plugin-scorecard,verified-plugin,market,1543,4,2,70,0,-70,100
Mrzhailiming/deepseek-pet,verified-plugin,tools,3624,10,2,50,30,-20,65
qschen86/dsh-workspace-dock,verified-plugin,tools,1814,4,2,70,34,-36,100
useorgx/orgx-deepseek-harness-plugin,verified-plugin,tools,8980,10,2,80,0,-80,65
realpkuasule/dsh-side-notify,verified-plugin,notify,3093,2,2,80,28,-52,100
liulei237136/dsh-test-plugin,verified-plugin,other,388,2,2,60,0,-60,100
SipengXie2024/dsh-code-review,unknown,skill,3399,4,2,80,3,-77,80
FUSU123fusu/dsh-tui-subagents,verified-plugin,other,2574,6,2,80,11,-69,100
oThTJx/dsh-skill-karpathy-guidelines,verified-plugin,session,2345,0,2,30,9,-21,65
oThTJx/dsh-skill-impeccable,verified-plugin,tools,2105,0,2,30,9,-21,65
zoyluoblue/deepseek-harness-token,verified-plugin,model,6333,8,2,80,7,-73,100
